AvgSpotLen	Avg_Spot_Len	BioSample	Center_Name	DATASTORE_provider	DATASTORE_region	Experiment	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	cultivar	Assay_Type	BioProject	BioSampleModel	Consent	DATASTORE_filetype	InsertSize	Instrument	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study	geo_loc_name	tissue
50	50	SAMN07675607	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235802	SINGLE	KFRAG_00112	2017-10-02	170	61	2017-10-02	SRR6123056	SRS2559585	LOP868_414	Alca_Tarma_dihaploid_414	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675606	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235803	SINGLE	KFRAG_00111	2017-10-02	188	67	2017-10-02	SRR6123055	SRS2559586	LOP868_407	Alca_Tarma_dihaploid_407	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675613	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235804	SINGLE	KFRAG_00118	2017-10-02	188	67	2017-10-02	SRR6123054	SRS2559587	LOP868_428	Alca_Tarma_dihaploid_428	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675612	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235805	SINGLE	KFRAG_00117	2017-10-02	190	67	2017-10-02	SRR6123053	SRS2559588	LOP868_425	Alca_Tarma_dihaploid_425	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675611	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235806	SINGLE	KFRAG_00116	2017-10-02	180	65	2017-10-02	SRR6123052	SRS2559589	LOP868_421	Alca_Tarma_dihaploid_421	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675610	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235807	SINGLE	KFRAG_00115	2017-10-02	165	59	2017-10-02	SRR6123051	SRS2559590	LOP868_420	Alca_Tarma_dihaploid_420	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675573	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235808	SINGLE	KFRAG_00078	2017-10-02	308	110	2017-10-02	SRR6123050	SRS2559591	LOP868_272	Alca_Tarma_dihaploid_272	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675572	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235809	SINGLE	KFRAG_00077	2017-10-02	292	104	2017-10-02	SRR6123049	SRS2559592	LOP868_270	Alca_Tarma_dihaploid_270	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675615	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235810	SINGLE	KFRAG_00120	2017-10-02	237	84	2017-10-02	SRR6123048	SRS2559593	LOP868_430	Alca_Tarma_dihaploid_430	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675563	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235691	SINGLE	KFRAG_00068	2017-10-02	210	76	2017-10-02	SRR6123167	SRS2559479	LOP868_255	Alca_Tarma_dihaploid_255	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675560	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235692	SINGLE	KFRAG_00065	2017-10-02	196	70	2017-10-02	SRR6123166	SRS2559481	LOP868_248	Alca_Tarma_dihaploid_248	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675561	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235693	SINGLE	KFRAG_00066	2017-10-02	221	79	2017-10-02	SRR6123165	SRS2559480	LOP868_251	Alca_Tarma_dihaploid_251	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675557	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235694	SINGLE	KFRAG_00063	2017-10-02	403	144	2017-10-02	SRR6123164	SRS2559482	LOP868_238	Alca_Tarma_dihaploid_238	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675559	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235695	SINGLE	KFRAG_00064	2017-10-02	225	80	2017-10-02	SRR6123163	SRS2559483	LOP868_247	Alca_Tarma_dihaploid_247	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675555	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235696	SINGLE	KFRAG_00061	2017-10-02	264	94	2017-10-02	SRR6123162	SRS2559484	LOP868_234	Alca_Tarma_dihaploid_234	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675556	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235697	SINGLE	KFRAG_00062	2017-10-02	241	86	2017-10-02	SRR6123161	SRS2559485	LOP868_236	Alca_Tarma_dihaploid_236	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675564	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235698	SINGLE	KFRAG_00069	2017-10-02	265	95	2017-10-02	SRR6123160	SRS2559486	LOP868_256	Alca_Tarma_dihaploid_256	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675565	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235699	SINGLE	KFRAG_00070	2017-10-02	202	73	2017-10-02	SRR6123159	SRS2559487	LOP868_257	Alca_Tarma_dihaploid_257	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675529	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235700	SINGLE	KFRAG_00034	2017-10-02	247	88	2017-10-02	SRR6123158	SRS2559488	LOP868_079	Alca_Tarma_dihaploid_079	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675527	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235701	SINGLE	KFRAG_00033	2017-10-02	218	78	2017-10-02	SRR6123157	SRS2559489	LOP868_076	Alca_Tarma_dihaploid_076	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675528	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235702	SINGLE	KFRAG_00032	2017-10-02	237	85	2017-10-02	SRR6123156	SRS2559490	LOP868_077	Alca_Tarma_dihaploid_077	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675526	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235703	SINGLE	KFRAG_00031	2017-10-02	244	87	2017-10-02	SRR6123155	SRS2559491	LOP868_074	Alca_Tarma_dihaploid_074	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675533	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235704	SINGLE	KFRAG_00038	2017-10-02	221	79	2017-10-02	SRR6123154	SRS2559492	LOP868_090	Alca_Tarma_dihaploid_090	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675532	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235705	SINGLE	KFRAG_00037	2017-10-02	225	80	2017-10-02	SRR6123153	SRS2559493	LOP868_088	Alca_Tarma_dihaploid_088	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675655	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235706	SINGLE	KFRAG_00160	2017-10-02	555	198	2017-10-02	SRR6123152	SRS2559494	LOP868_525	Alca_Tarma_dihaploid_525	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675654	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235707	SINGLE	KFRAG_00159	2017-10-02	147	52	2017-10-02	SRR6123151	SRS2559495	LOP868_523	Alca_Tarma_dihaploid_523	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675652	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235708	SINGLE	KFRAG_00158	2017-10-02	167	59	2017-10-02	SRR6123150	SRS2559496	LOP868_514	Alca_Tarma_dihaploid_514	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675651	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235709	SINGLE	KFRAG_00157	2017-10-02	177	63	2017-10-02	SRR6123149	SRS2559497	LOP868_513	Alca_Tarma_dihaploid_513	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675653	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235710	SINGLE	KFRAG_00156	2017-10-02	169	60	2017-10-02	SRR6123148	SRS2559498	LOP868_522	Alca_Tarma_dihaploid_522	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675650	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235711	SINGLE	KFRAG_00155	2017-10-02	180	64	2017-10-02	SRR6123147	SRS2559499	LOP868_510	Alca_Tarma_dihaploid_510	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675649	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235712	SINGLE	KFRAG_00154	2017-10-02	539	192	2017-10-02	SRR6123146	SRS2559500	LOP868_509	Alca_Tarma_dihaploid_509	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675648	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235713	SINGLE	KFRAG_00153	2017-10-02	195	69	2017-10-02	SRR6123145	SRS2559501	LOP868_505	Alca_Tarma_dihaploid_505	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675647	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235714	SINGLE	KFRAG_00152	2017-10-02	183	65	2017-10-02	SRR6123144	SRS2559502	LOP868_502	Alca_Tarma_dihaploid_502	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675646	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235715	SINGLE	KFRAG_00151	2017-10-02	196	70	2017-10-02	SRR6123143	SRS2559503	LOP868_500	Alca_Tarma_dihaploid_500	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675544	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235716	SINGLE	KFRAG_00049	2017-10-02	284	101	2017-10-02	SRR6123142	SRS2559504	LOP868_131	Alca_Tarma_dihaploid_131	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675545	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235717	SINGLE	KFRAG_00050	2017-10-02	283	102	2017-10-02	SRR6123141	SRS2559505	LOP868_171	Alca_Tarma_dihaploid_171	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675575	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235718	SINGLE	KFRAG_00080	2017-10-02	298	107	2017-10-02	SRR6123140	SRS2559506	LOP868_274	Alca_Tarma_dihaploid_274	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675540	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235719	SINGLE	KFRAG_00045	2017-10-02	216	77	2017-10-02	SRR6123139	SRS2559507	LOP868_123	Alca_Tarma_dihaploid_123	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675541	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235720	SINGLE	KFRAG_00046	2017-10-02	254	91	2017-10-02	SRR6123138	SRS2559508	LOP868_124	Alca_Tarma_dihaploid_124	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675542	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235721	SINGLE	KFRAG_00047	2017-10-02	282	101	2017-10-02	SRR6123137	SRS2559509	LOP868_126	Alca_Tarma_dihaploid_126	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675543	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235722	SINGLE	KFRAG_00048	2017-10-02	218	78	2017-10-02	SRR6123136	SRS2559510	LOP868_128	Alca_Tarma_dihaploid_128	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675536	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235723	SINGLE	KFRAG_00041	2017-10-02	229	82	2017-10-02	SRR6123135	SRS2559511	LOP868_116	Alca_Tarma_dihaploid_116	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675537	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235724	SINGLE	KFRAG_00042	2017-10-02	205	73	2017-10-02	SRR6123134	SRS2559512	LOP868_117	Alca_Tarma_dihaploid_117	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675538	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235725	SINGLE	KFRAG_00043	2017-10-02	236	91	2017-10-02	SRR6123133	SRS2559513	LOP868_119	Alca_Tarma_dihaploid_119	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675539	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235726	SINGLE	KFRAG_00044	2017-10-02	187	69	2017-10-02	SRR6123132	SRS2559514	LOP868_122	Alca_Tarma_dihaploid_122	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675604	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235727	SINGLE	KFRAG_00109	2017-10-02	214	76	2017-10-02	SRR6123131	SRS2559515	LOP868_403	Alca_Tarma_dihaploid_403	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675605	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235728	SINGLE	KFRAG_00110	2017-10-02	178	63	2017-10-02	SRR6123130	SRS2559516	LOP868_406	Alca_Tarma_dihaploid_406	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675598	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235729	SINGLE	KFRAG_00103	2017-10-02	232	82	2017-10-02	SRR6123129	SRS2559517	LOP868_373	Alca_Tarma_dihaploid_373	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675599	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235730	SINGLE	KFRAG_00104	2017-10-02	198	70	2017-10-02	SRR6123128	SRS2559518	LOP868_387	Alca_Tarma_dihaploid_387	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675596	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235731	SINGLE	KFRAG_00101	2017-10-02	209	74	2017-10-02	SRR6123127	SRS2559519	LOP868_365	Alca_Tarma_dihaploid_365	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675597	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235732	SINGLE	KFRAG_00102	2017-10-02	200	71	2017-10-02	SRR6123126	SRS2559520	LOP868_372	Alca_Tarma_dihaploid_372	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675602	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235733	SINGLE	KFRAG_00107	2017-10-02	199	71	2017-10-02	SRR6123125	SRS2559521	LOP868_398	Alca_Tarma_dihaploid_398	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675603	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235734	SINGLE	KFRAG_00108	2017-10-02	175	62	2017-10-02	SRR6123124	SRS2559522	LOP868_401	Alca_Tarma_dihaploid_401	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675600	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235735	SINGLE	KFRAG_00105	2017-10-02	183	65	2017-10-02	SRR6123123	SRS2559523	LOP868_396	Alca_Tarma_dihaploid_396	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675601	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235736	SINGLE	KFRAG_00106	2017-10-02	232	82	2017-10-02	SRR6123122	SRS2559524	LOP868_397	Alca_Tarma_dihaploid_397	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675574	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235737	SINGLE	KFRAG_00079	2017-10-02	289	103	2017-10-02	SRR6123121	SRS2559525	LOP868_273	Alca_Tarma_dihaploid_273	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675570	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235738	SINGLE	KFRAG_00075	2017-10-02	213	76	2017-10-02	SRR6123120	SRS2559526	LOP868_268	Alca_Tarma_dihaploid_268	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675515	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235739	SINGLE	KFRAG_00020	2017-10-02	232	83	2017-10-02	SRR6123119	SRS2559527	LOP868_043	Alca_Tarma_dihaploid_043	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675514	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235740	SINGLE	KFRAG_00019	2017-10-02	218	78	2017-10-02	SRR6123118	SRS2559528	LOP868_042	Alca_Tarma_dihaploid_042	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675507	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235741	SINGLE	KFRAG_00012	2017-10-02	258	92	2017-10-02	SRR6123117	SRS2559529	LOP868_027	Alca_Tarma_dihaploid_027	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675506	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235742	SINGLE	KFRAG_00011	2017-10-02	174	63	2017-10-02	SRR6123116	SRS2559530	LOP868_026	Alca_Tarma_dihaploid_026	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675509	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235743	SINGLE	KFRAG_00014	2017-10-02	217	78	2017-10-02	SRR6123115	SRS2559531	LOP868_029	Alca_Tarma_dihaploid_029	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675508	UNIVERSITY OF CALIFORNIA, DAVIS	ncbi		SRX3235744	SINGLE	KFRAG_00013	2017-10-02	282	101	2017-10-02	SRR6123114	SRS2559532	LOP868_028	Alca_Tarma_dihaploid_028	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675511	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235745	SINGLE	KFRAG_00016	2017-10-02	239	85	2017-10-02	SRR6123113	SRS2559533	LOP868_034	Alca_Tarma_dihaploid_034	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675510	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235746	SINGLE	KFRAG_00015	2017-10-02	243	87	2017-10-02	SRR6123112	SRS2559534	LOP868_030	Alca_Tarma_dihaploid_030	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675513	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235747	SINGLE	KFRAG_00018	2017-10-02	148	54	2017-10-02	SRR6123111	SRS2559535	LOP868_041	Alca_Tarma_dihaploid_041	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
50	50	SAMN07675512	UNIVERSITY OF CALIFORNIA, DAVIS	sra-sos	sra-sos.public	SRX3235748	SINGLE	KFRAG_00017	2017-10-02	249	89	2017-10-02	SRR6123110	SRS2559536	LOP868_037	Alca_Tarma_dihaploid_037	WGS	PRJNA408137	Plant	public	sra	0	Illumina HiSeq 4000	RANDOM	GENOMIC	Solanum tuberosum	ILLUMINA	SRP119212	Peru	leaf
